  49 -0.301  0.023    2   36.822   38.591    0.561 4939.081  281.556   -0.062   -0.052   26.380    1.423    0.000
  50 -0.095 -0.493    3   30.845   37.350    0.680 4793.423  275.611   -0.014   -0.032   16.929    2.912    0.000
  51 -0.251 -0.027    2   32.169   43.702    0.575 4936.584  270.819   -0.043    0.033   23.620    1.653    0.000
  52 -0.102 -0.377    2   29.834   36.534    0.522 4790.351  277.056    0.016    0.008   16.735    2.938    0.000
  53 -0.152 -0.177    2   31.244   47.438    0.726 4852.371  295.816    0.072   -0.047   19.095    2.666    0.000
  54 -0.301  0.073    2   34.355   38.578    0.551 4948.318  307.962   -0.004   -0.055   22.846    2.012    0.000
  55 -0.102 -0.277    2   32.346   43.625    0.642 4845.109  285.162    0.055   -0.049   23.524    1.671    0.000
  56 -0.704  0.398   19   35.533   45.353    1.240 5000.522  240.066   -0.034   -0.077   25.399    2.004    0.000
  57 -0.178 -0.127    1   32.269   34.377    0.440 4874.223  281.939    0.068   -0.016   21.292    2.382    0.000
  58 -0.128 -0.227    1   32.595   32.501    0.382 4862.876  290.955    0.022   -0.032   18.959    2.539    0.000
  59 -0.065 -0.625    4   31.334   35.626    0.740 4789.737  240.465    0.033   -0.036   20.519    2.274    0.000
  60 -0.045 -0.443    3   31.634   42.405    0.760 4796.945  290.907    0.059   -0.053   22.498    2.046    0.000
  61 -0.053 -0.327    2   31.355   42.105    0.529 4797.290  281.734    0.065   -0.022   20.081    2.317    0.000
  62 -0.013 -0.724    7   31.327   41.399    0.869 4802.070  228.746    0.068   -0.091   21.881    2.419    0.000
  63 -0.178 -0.077    1   29.332   36.580    0.404 4906.547  314.719    0.026   -0.063   19.219    2.548    0.000
  64 -0.301  0.123    2   32.960   37.657    0.576 4974.523  286.639   -0.042   -0.035   27.165    1.209    0.000
  65 -0.228  0.023    1   33.887   33.451    0.323 4947.811  269.306   -0.023   -0.020   26.088    1.478    0.000
  66 -0.128 -0.127    1   33.515   38.936    0.386 4863.576  282.158    0.014   -0.006   22.914    1.863    0.000
  67 -0.003 -0.551    4   30.242   42.216    0.870 4762.746  245.613    0.039   -0.010   22.390    2.261    0.000
  68 -0.078 -0.227    1   33.106   35.084    0.455 4842.478  309.661    0.045   -0.044   15.569    3.090    0.000
  69 -0.178 -0.027    1   33.010   38.449    0.370 4933.464  304.964   -0.001    0.051   20.141    2.389    0.000
  70 -0.402  0.248    4   34.399   39.969    0.879 5000.178  276.044   -0.052   -0.086   20.952    2.438    0.000
  71 -0.003 -0.377    2   28.076   39.758    0.570 4795.629  259.685    0.067    0.010   22.196    1.842    0.000
  72 -0.128 -0.077    1   30.282   42.342    0.454 4884.311  299.062    0.019   -0.051   18.975    2.641    0.000
  73 -0.078 -0.177    1   31.816   38.724    0.484 4829.873  311.978    0.044   -0.099   19.772    2.380    0.000
  74 -0.228  0.073    1   33.186   33.428    0.341 4958.742  296.212    0.004   -0.049   25.648    1.588    0.000
  75 -0.302  0.173    2   32.118   36.948    0.597 4982.423  267.008   -0.012   -0.048   21.164    2.135    0.000
  76 -0.178  0.023    1   33.368   39.040    0.403 4944.049  295.221    0.029   -0.002   24.448    1.888    0.000
  77 -0.078 -0.127    1   31.924   43.870    0.454 4845.713  284.349    0.026    0.007   23.550    1.746    0.000
  78 -0.128 -0.027    1   31.612   44.790    0.425 4915.058  315.522    0.020    0.016   18.004    2.780    0.000
  79 -0.028 -0.277    1   30.150   33.362    0.356 4811.009  277.227    0.070   -0.015   21.756    2.289    0.000
  80 -0.228  0.123    1   31.090   32.625    0.290 4985.736  294.417   -0.043   -0.042   26.503    1.144    0.000
  81 -0.435  0.342    5   37.881   39.252    0.824 5004.522  281.342    0.006   -0.005   26.661    1.252    0.000
  82 -0.310  0.239    3   33.537   42.430    0.601 5017.706  288.675   -0.013   -0.075   21.607    2.359    0.000
  83 -0.178  0.073    1   32.441   38.482    0.344 4961.001  290.510   -0.013    0.006   23.498    2.125    0.000
  84 -0.028 -0.227    1   30.729   36.981    0.386 4821.916  293.714    0.035   -0.061   20.187    2.514    0.000
  85 -0.078 -0.077    1   31.866   48.700    0.480 4857.174  299.483    0.034   -0.021   21.290    2.211    0.000
  86 -0.128  0.023    1   32.440   45.744    0.384 4934.436  321.591    0.029   -0.036   21.285    2.458    0.000
  87  0.055 -0.493    3   26.787   41.115    0.761 4756.292  256.315    0.109    0.101   21.601    1.847    0.000
  88 -0.028 -0.177    1   31.214   41.508    0.487 4812.406  288.397    0.077   -0.047   23.501    1.793    0.000
  89  0.047 -0.427    2   26.271   37.201    0.728 4776.610  281.764    0.048    0.053   20.317    2.415    0.000
  90 -0.526  0.447    8   33.173   38.941    0.763 4990.637  270.109   -0.015    0.068   18.479    2.669    0.000
  91 -0.201  0.173    2   30.191   47.859    0.640 5025.797  300.512   -0.019   -0.045   19.989    2.743    0.000
  92  0.047 -0.327    2   28.858   44.082    0.534 4786.277  290.689    0.077   -0.016   27.086    1.017    0.000
  93  0.072 -0.625    5   30.610   42.816    0.886 4729.480  239.956    0.042    0.028   23.978    1.756    0.000
  94 -0.078 -0.027    1   30.494   52.221    0.500 4901.266  326.200    0.016   -0.019   22.202    2.132    0.000
  95 -0.178  0.123    1   29.347   37.474    0.371 4968.934  301.624   -0.002    0.011   21.897    2.212    0.000
  96 -0.028 -0.127    1   30.254   47.410    0.413 4821.816  292.474    0.057   -0.022   21.696    2.106    0.000
  97  0.022 -0.277    1   28.537   34.128    0.419 4787.392  278.970    0.059   -0.035   25.424    1.522    0.000
  98 -0.128  0.073    1   32.709   44.878    0.356 4950.862  302.706   -0.029   -0.012   22.932    2.192    0.000
  99  0.022 -0.227    1   28.596   37.998    0.479 4779.492  276.546    0.024   -0.005   27.517    1.121    0.000
 100 -0.954  0.618   61   33.953   49.653    1.305 5001.890  210.388    0.022    0.018   17.245    2.771    0.000
 101 -0.028 -0.077    1   31.337   53.286    0.409 4849.203  306.696    0.020   -0.014   21.896    2.078    0.000
 102 -0.078  0.023    1   32.890   53.796    0.445 4927.695  328.111    0.016   -0.056   22.957    2.204    0.000
 103 -0.201  0.223    2   28.908   45.305    0.644 5023.566  294.717   -0.027   -0.090   19.200    2.600    0.000
 104 -0.251  0.273    2   34.900   38.682    0.600 5021.176  306.225    0.008   -0.054   20.212    2.728    0.000
 105  0.022 -0.177    1   28.442   42.539    0.466 4797.041  282.643    0.078    0.057   24.248    1.596    0.000
 106 -0.128  0.123    1   31.979   43.165    0.403 4968.628  295.749   -0.025    0.007   23.195    1.867    0.000
 107 -0.310  0.339    3   36.943   39.176    0.570 5032.811  313.524    0.031   -0.028   18.181    2.733    0.000
 108 -0.628  0.592   17   34.775   44.060    1.117 5024.229  265.452   -0.022   -0.051   19.012    2.585    0.000
 109 -0.028 -0.027    1   32.059   57.773    0.397 4888.586  330.664    0.027   -0.019   24.515    1.651    0.000
 110 -0.078  0.073    1   33.010   52.399    0.460 4945.230  315.793   -0.001   -0.050   23.564    2.100    0.000
 111 -0.384  0.430    6   34.809   44.017    0.772 5014.802  261.392   -0.009    0.038   20.739    2.098    0.000
 112  0.022 -0.127    1   27.421   48.474    0.575 4801.091  302.738    0.061   -0.031   24.388    1.594    0.000
 113  0.097 -0.377    2   29.150   40.257    0.605 4794.005  289.224    0.075   -0.078   22.162    1.913    0.000
 114 -0.128  0.173    1   30.474   40.541    0.435 5021.695  299.589   -0.051    0.013   20.541    2.653    0.000
 115 -0.028  0.023    1   32.058   59.836    0.395 4925.017  343.930    0.013   -0.032   23.548    1.968    0.000
 116  0.072 -0.277    1   29.463   34.326    0.360 4760.327  292.167    0.095   -0.048   20.758    2.152    0.000
 117  0.022 -0.077    1   29.864   55.257    0.525 4842.628  313.636    0.001   -0.047   22.719    1.918    0.000
 118 -0.078  0.123    1   34.311   49.396    0.432 4992.996  310.111   -0.026   -0.036   24.855    1.502    0.000
 119  0.022 -1.018   24   29.290   49.576    1.125 4778.746  250.059    0.010   -0.073   19.152    2.867    0.000
 120  0.072 -0.227    1   30.127   38.154    0.458 4777.931  267.408    0.054   -0.042   26.533    1.245    0.000
 121  0.072 -0.177    1   28.808   42.704    0.443 4786.951  272.008    0.111    0.037   24.611    1.554    0.000
 122  0.022 -0.027    1   31.892   60.505    0.694 4869.607  314.337    0.023   -0.044   24.055    1.660    0.000
 123  0.106 -0.819    9   28.199   42.717    0.970 4735.750  206.968    0.198    0.019   20.907    2.673    0.000
 124 -0.028  0.073    1   33.713   57.592    0.438 4946.432  327.094   -0.003   -0.028   24.210    1.903    0.000
 125 -0.152  0.273    2   30.723   47.118    0.606 5014.271  295.959   -0.029   -0.056   19.037    2.630    0.000
 126  0.072 -0.127    1   27.855   47.829    0.470 4789.081  308.439    0.091   -0.007   22.059    1.963    0.000
 127 -0.128  0.223    1   30.687   37.577    0.340 5021.641  288.133   -0.071    0.024   20.766    2.400    0.000
 128  0.122 -0.713    4   26.274   33.623    0.827 4745.070  244.504    0.036   -0.117   25.223    1.589    0.000
 129  0.138 -0.459    3   28.976   43.472    0.729 4769.281  262.676    0.096   -0.058   21.021    2.185    0.000
 130 -0.202  0.323    2   30.443   40.370    0.660 5039.215  294.117   -0.058    0.057   19.679    2.513    0.000
 131  0.146 -0.327    2   30.038   42.875    0.676 4780.852  279.799    0.080   -0.072   22.978    1.835    0.000
 132 -0.078  0.173    1   32.062   45.051    0.423 5015.919  296.596   -0.054   -0.008   23.214    1.801    0.000
 133  0.138 -0.559    3   29.640   37.200    0.752 4707.656  223.159    0.136    0.053   23.328    1.850    0.000
 134  0.022  0.023    1   26.514   62.034    1.833 4894.370  334.508    0.013   -0.071   21.202    2.178    0.000
 135  0.122 -0.277    1   31.227   33.554    0.391 4764.062  295.650    0.117   -0.063   16.421    3.006    0.000
 136 -0.260  0.389    3   33.280   41.499    0.625 5032.660  294.806   -0.095   -0.066   18.013    2.809    0.000
 137  0.072 -0.077    1   31.719   53.905    0.484 4836.534  325.615    0.041   -0.051   20.491    2.265    0.000
 138 -0.028  0.123    1   32.839   53.160    0.466 5002.693  320.014   -0.035   -0.036   24.124    1.769    0.000
 139  0.122 -0.227    1   30.073   36.446    0.483 4783.554  254.943    0.022   -0.042   18.915    2.525    0.000
 140  0.196 -0.651    4   29.802   36.866    0.775 4727.842  241.926    0.047   -0.059   19.850    2.467    0.000
 141 -0.431  0.565    8   37.426   41.790    1.003 5032.220  252.933    0.004   -0.036   22.728    2.051    0.000
 142  0.122 -0.177    1   29.194   40.103    0.487 4781.399  259.635    0.098    0.015   24.001    1.791    0.000
 143  0.072 -0.027    1   31.235   58.737    0.497 4866.723  323.688    0.020   -0.071   22.395    2.019    0.000
 144  0.022  0.073    1   32.411   61.388    0.588 4930.494  325.147    0.046   -0.048   23.443    1.755    0.000
 145 -0.078  0.223    1   31.742   41.278    0.439 5022.450  310.695   -0.080    0.036   19.008    2.471    0.000
 146 -0.028  0.173    1   30.298   47.622    0.439 5035.761  319.472   -0.062   -0.079   23.060    1.774    0.000
 147  0.122 -0.127    1   31.645   44.036    0.471 4800.691  310.094    0.097   -0.051   21.235    2.220    0.000
 148  0.072  0.023    1   33.184   60.478    0.466 4891.405  325.336    0.040   -0.019   24.667    1.606    0.000
 149  0.022  0.123    1   30.049   56.078    0.464 4988.693  327.242   -0.015   -0.061   26.581    1.352    0.000
 150 -0.302  0.497    4   34.459   39.383    0.793 5034.136  241.852   -0.029    0.045   16.943    2.830    0.000
 151 -0.102  0.323    2   30.148   47.407    0.639 5069.069  296.325   -0.096    0.001   25.368    1.658    0.000
 152  0.172 -0.401    2   29.628   37.758    0.504 4778.205  283.376    0.057   -0.043   20.725    2.229    0.000
 153  0.122 -0.077    1   33.194   48.473    0.527 4832.378  316.694    0.081   -0.027   18.780    2.546    0.000
 154 -0.078  0.273    1   31.156   38.021    0.427 5045.826  305.556   -0.110   -0.037   23.142    1.955    0.000
 155 -0.152  0.373    2   31.088   40.957    0.565 5028.983  297.316   -0.088   -0.062   24.660    1.835    0.000
 156  0.196 -0.277    2   29.800   44.238    0.655 4784.484  270.491    0.086   -0.052   23.900    1.574    0.000
 157 -0.028  0.223    1   30.894   42.939    0.412 5055.115  341.792   -0.071   -0.024   19.683    2.425    0.000
 158  0.204 -0.542    3   28.689   37.060    0.719 4732.735  220.712    0.100   -0.002   20.146    2.417    0.000
 159 -0.210  0.439    3   34.438   42.596    0.674 5029.774  287.555   -0.019   -0.090   17.544    3.002    0.000
 160  0.072  0.073    1   30.724   58.360    0.763 4932.294  320.494    0.048   -0.084   27.056    1.172    0.000
 161  0.172 -0.227    1   28.675   34.750    0.442 4792.795  260.503    0.015   -0.005   21.965    2.097    0.000
 162  0.122 -0.027    1   31.083   52.725    0.605 4873.245  334.367   -0.020   -0.086   21.356    2.199    0.000
 163  0.022  0.173    1   29.009   49.850    0.500 5025.217  319.300   -0.067   -0.069   26.753    1.310    0.000
 164  0.172 -0.177    1   29.557   37.653    0.420 4782.608  281.917    0.057    0.025   25.289    1.616    0.000
 165  0.172 -0.127    1   30.632   41.081    0.491 4831.473  315.578    0.041   -0.028   23.349    1.934    0.000
 166  0.122  0.023    1   33.291   54.470    0.520 4905.774  323.961   -0.022   -0.032   22.766    1.952    0.000
 167  0.072  0.123    1   30.639   53.756    0.411 4994.430  320.197   -0.042   -0.074   27.915    1.013    0.000
 168 -0.028  0.273    1   32.890   39.349    0.394 5073.041  313.010   -0.047   -0.041   21.689    2.163    0.000
 169  0.238 -0.409    3   31.516   42.961    0.844 4762.997  256.988    0.021   -0.069   27.554    1.000    0.000
 170  0.172 -0.077    1   32.282   44.467    0.481 4842.494  307.837    0.038   -0.023   21.657    2.117    0.000
 171  0.246 -0.327    2   31.013   38.924    0.793 4799.733  262.690    0.052   -0.006   23.009    1.739    0.000
 172  0.254 -0.493    3   30.670   38.475    0.754 4746.835  235.220    0.151   -0.034   21.360    1.809    0.000
 173  0.022  0.223    1   28.636   44.406    0.506 5064.754  333.550   -0.058   -0.045   18.946    2.579    0.000
 174  0.122  0.073    1   32.519   53.466    0.486 4936.385  328.170   -0.011   -0.055   21.613    2.161    0.000
 175  0.246 -0.227    2   30.332   44.423    0.668 4831.139  277.036    0.030   -0.124   20.028    2.312    0.000
 176  0.172 -0.027    1   31.528   47.729    0.469 4877.363  341.518   -0.008   -0.058   19.066    2.602    0.000
 177  0.072  0.173    1   30.084   48.013    0.429 5021.314  300.576   -0.069   -0.030   24.601    1.632    0.000
 178  0.222 -0.177    1   31.220   34.531    0.474 4820.996  281.085    0.068   -0.085   24.753    1.500    0.000
 179 -0.053  0.373    2   29.448   45.217    0.548 5070.889  292.527   -0.048   -0.108   21.738    2.178    0.000
 180 -0.028  0.323    1   32.034   35.575    0.360 5091.473  284.577   -0.077   -0.063   25.049    1.738    0.000
 181 -0.111  0.439    3   32.915   47.931    0.554 5074.524  286.801   -0.060   -0.078   22.691    2.132    0.000
 182  0.222 -0.127    1   27.511   37.053    0.553 4861.298  297.692    0.051   -0.005   21.028    2.177    0.000
 183  0.122  0.123    1   31.588   50.258    0.550 4987.732  311.071   -0.096   -0.054   21.130    2.249    0.000
 184  0.172  0.023    1   32.269   49.259    0.530 4904.512  315.919    0.021   -0.023   20.744    2.287    0.000
 185  0.022  0.273    1   30.699   40.157    0.435 5074.209  296.470   -0.050   -0.026   24.260    1.680    0.000
 186 -0.506  0.743   15   35.327   42.825    1.175 5057.984  243.265   -0.044   -0.063   22.518    1.764    0.000
 187 -0.194  0.505    3   31.529   39.929    0.754 5044.588  291.991    0.008   -0.021   21.706    2.493    0.000
 188  0.072  0.223    1   29.836   43.080    0.431 5051.309  318.888   -0.057   -0.053   17.396    2.886    0.000
 189 -0.302  0.597    4   30.171   35.084    0.928 5059.390  271.789   -0.028   -0.046   23.473    1.816    0.000
 190  0.222 -0.077    1   31.147   39.445    0.459 4870.652  313.843   -0.002   -0.018   17.608    2.845    0.000
 191  0.304 -0.392    3   31.634   40.420    0.600 4798.239  252.067    0.021    0.021   25.466    1.390    0.000
 192  0.172  0.073    1   32.087   48.440    0.441 4916.463  322.140    0.010   -0.067   20.539    2.392    0.000
 193  0.122  0.173    1   32.371   45.589    0.432 4991.255  300.610   -0.065   -0.048   24.805    1.581    0.000
 194  0.296 -0.277    2   30.068   38.670    0.496 4801.408  253.155    0.018   -0.007   27.104    1.225    0.000
 195  0.264 -0.781    8   28.940   41.634    1.054 4737.380  276.765    0.067   -0.028   19.697    2.219    0.000
 196  0.222 -0.027    1   31.480   41.209    0.453 4881.707  316.717    0.048   -0.045   16.847    2.976    0.000
 197  0.022  0.323    1   31.169   36.350    0.395 5082.371  292.600   -0.133   -0.071   21.156    2.163    0.000
 198  0.296 -0.624    6   30.549   43.431    0.804 4738.809  260.182    0.013   -0.142   16.795    2.792    0.000
 199  0.295 -0.177    2   31.048   43.713    0.742 4820.406  265.088    0.086   -0.059   20.879    2.268    0.000
 200  0.072  0.273    1   30.110   39.079    0.409 5064.058  293.732   -0.083    0.001   21.359    2.207    0.000
 201  0.222 -0.967   18   29.530   49.286    1.031 4734.791  235.163    0.022   -0.118   23.421    1.711    0.000
 202  0.172  0.123    1   30.865   46.339    0.466 4955.405  305.319   -0.065   -0.041   19.774    2.487    0.000
 203  0.096 -1.394   84   20.179   23.440    1.235 4760.347  195.600   -0.043    0.019   22.887    1.000    0.000
 204  0.272 -0.127    1   28.051   34.614    0.511 4859.581  275.181    0.055    0.007   21.386    2.068    0.000
 205  0.222  0.023    1   33.436   42.006    0.450 4905.113  289.342    0.091   -0.006   17.355    2.811    0.000
 206  0.122  0.223    1   31.391   41.571    0.425 5023.193  307.377   -0.024   -0.073   23.395    1.837    0.000
 207  0.272 -0.077    1   32.916   36.275    0.413 4868.978  316.578   -0.012   -0.037   15.892    3.109    0.000
 208  0.354 -0.342    3   28.726   40.542    0.751 4798.813  242.690    0.037    0.057   27.126    1.134    0.000
 209  0.346 -0.501    4   29.309   39.123    0.957 4785.340  260.808    0.022   -0.012   19.490    2.757    0.000
 210  0.222  0.073    1   32.282   41.998    0.454 4919.048  311.388    0.029   -0.019   17.840    2.788    0.000
 211 -0.333  0.687    7   32.548   39.383    0.818 5106.174  249.032   -0.047   -0.051   24.263    1.827    0.000
 212  0.172  0.173    1   31.028   42.552    0.423 4964.209  303.951   -0.049   -0.071   28.000    1.000    0.000
 213  0.047  0.373    2   27.950   46.513    0.610 5074.397  299.628   -0.084   -0.093   20.776    2.331    0.000
 214  0.272 -0.027    1   33.752   37.546    0.456 4879.763  302.255    0.028   -0.033   17.747    2.761    0.000
 215  0.346 -0.227    2   29.143   37.800    0.794 4810.818  266.932    0.029   -0.063   25.708    1.905    0.000
 216 -0.003  0.423    2   29.900   42.386    0.472 5064.137  305.629   -0.081   -0.094   24.032    1.799    0.000
 217  0.072  0.323    1   29.340   35.629    0.371 5078.696  291.954   -0.139   -0.074   19.655    2.443    0.000
 218 -0.053  0.473    2   29.463   38.461    0.596 5096.549  270.518   -0.088    0.021   21.239    2.458    0.000
 219  0.122  0.273    1   29.999   37.678    0.477 5025.963  300.813   -0.021   -0.084   24.933    1.513    0.000
 220  0.222  0.123    1   30.949   40.780    0.419 4938.160  299.048   -0.016   -0.024   21.587    2.160    0.000
 221  0.272  0.023    1   34.271   38.284    0.425 4902.656  274.826    0.021    0.007   17.040    2.856    0.000
 222 -0.111  0.539    3   30.386   40.971    0.630 5105.105  279.420   -0.104   -0.062   24.141    1.895    0.000
 223  0.346 -0.127    2   27.234   41.633    0.831 4853.575  266.497    0.008    0.055   18.736    2.819    0.000
 224  0.172  0.223    1   30.475   39.424    0.402 5021.682  276.420   -0.051   -0.027   28.000    1.000    0.000
 225  0.384 -0.725    7   29.657   37.375    0.861 4787.889  252.467    0.022   -0.041   19.098    2.398    0.000
 226  0.345 -0.077    2   31.663   42.724    0.760 4863.256  295.626    0.029   -0.022   18.779    2.912    0.000
 227  0.408 -0.425    4   30.048   38.431    0.699 4806.964  264.475    0.057    0.006   21.047    2.779    0.000
 228  0.272  0.073    1   32.279   38.490    0.427 4924.600  306.257   -0.041   -0.019   18.501    2.684    0.000
 229  0.403 -0.292    3   29.026   38.448    0.651 4812.409  235.886    0.023    0.083   25.099    1.461    0.000
 230  0.222  0.173    1   30.861   38.562    0.514 4970.030  287.940   -0.060   -0.076   24.377    1.659    0.000
 231  0.345 -0.027    2   31.656   44.151    0.698 4882.413  315.763    0.027   -0.084   13.911    3.481    0.000
 232  0.426 -0.582    8   29.446   44.426    1.073 4806.503  228.291    0.031   -0.039   18.218    2.852    0.000
 233  0.122  0.323    1   27.987   34.643    0.459 5058.436  284.246   -0.046   -0.127   21.792    2.143    0.000
 234 -0.187  0.603    5   30.435   45.546    0.918 5089.128  270.866   -0.065   -0.026   21.268    2.427    0.000
 235  0.403 -0.192    3   29.549   42.188    0.713 4848.797  285.686    0.018   -0.026   18.533    2.879    0.000
 236  0.172  0.273    1   29.835   36.047    0.499 5009.305  284.967   -0.027   -0.100   27.809    1.048    0.000
 237  0.272  0.123    1   30.982   37.482    0.448 4942.194  301.633   -0.023   -0.023   20.278    2.358    0.000
 238  0.346  0.023    2   31.811   44.195    0.660 4898.807  282.468    0.038   -0.053   16.533    3.039    0.000
 239  0.222  0.223    1   29.016   36.144    0.515 5003.102  277.571   -0.082   -0.006   20.614    2.360    0.000
 240 -0.808  0.910   61   33.358   51.888    1.371 5041.537  226.792   -0.057   -0.085   19.885    2.365    0.000
 241  0.096  0.423    2   28.930   41.712    0.510 5012.011  315.887   -0.009   -0.164   24.002    1.862    0.000
 242  0.146  0.373    2   28.236   43.928    0.616 5071.559  264.211   -0.147   -0.081   23.343    1.809    0.000
 243  0.047  0.473    2   31.312   39.191    0.586 5033.548  314.674   -0.028   -0.083   21.020    2.377    0.000
 244  0.272  0.173    1   31.617   36.008    0.496 4976.390  299.837   -0.065   -0.047   20.639    2.253    0.000
 245  0.196  0.323    2   28.941   45.202    0.708 5020.685  284.926   -0.054   -0.095   24.484    1.601    0.000
 246  0.345  0.073    2   31.008   43.898    0.682 4924.879  288.642    0.049   -0.033   19.989    2.377    0.000
 247 -0.011  0.539    3   30.743   43.034    0.619 5096.788  255.250   -0.071   -0.001   23.710    1.930    0.000
